contigName	contigLen	totalAvgDepth	R1Dec2019.sorted.bam	R1Dec2019.sorted.bam-var	R1Feb2020.sorted.bam	R1Feb2020.sorted.bam-var	R1Jan2020.sorted.bam	R1Jan2020.sorted.bam-var	R1July2020.sorted.bam	R1July2020.sorted.bam-var	R1Mar2020.sorted.bam	R1Mar2020.sorted.bam-var	R1Nov2019.sorted.bam	R1Nov2019.sorted.bam-var	R1Sept2020.sorted.bam	R1Sept2020.sorted.bam-var	R2Dec2019.sorted.bam	R2Dec2019.sorted.bam-var	R2Feb2020.sorted.bam	R2Feb2020.sorted.bam-var	R2Jan2020.sorted.bam	R2Jan2020.sorted.bam-var	R2July2020.sorted.bam	R2July2020.sorted.bam-var	R2Mar2020.sorted.bam	R2Mar2020.sorted.bam-var	R2Nov2019.sorted.bam	R2Nov2019.sorted.bam-var	R2Sept2020.sorted.bam	R2Sept2020.sorted.bam-var
contig_613	10537	79.8854	0.431308	2.16373	1.53442	18.0991	0.906614	37.4081	17.7071	1363.55	5.42033	17.8846	0.874362	1.40371	8.36757	782.091	2.41408	36.8633	12.5758	1029.1	0.636372	8.1906	11.2205	736.759	6.1809	18.0951	2.00125	6.42573	9.61481	1298.44
contig_503	75189	3869.21	90.092	9437.31	351.684	147600	238.677	67007	585.73	97831.2	183.424	40015.3	14.9545	266.068	326.159	12196.4	112.084	14649.6	519.75	47152.4	273.154	89218.4	513.836	72222.2	216.939	55459	20.9924	635.703	421.731	23672.1
scaffold_1635	30543	574.363	17.3371	835.121	63.3069	10768.5	44.0086	4542.43	54.184	5619.12	31.5624	2555.78	2.66048	19.5423	62.0361	4298.94	20.0523	1163.06	55.9526	5639.71	51.8115	6277.45	57.2159	7940.63	37.9671	3546.61	3.58793	42.998	72.68	8371.21
contig_228	38321	211.046	3.73687	40.6776	11.3441	66.4463	11.6137	157.775	29.3038	502.392	9.26743	26.1454	0.968039	19.5636	34.9087	325.087	4.36153	89.151	27.88	331.013	10.034	77.4717	23.3389	288.367	10.266	34.7513	1.38236	37.6373	32.6401	378.992
contig_834	9725	226.263	2.72742	30.2329	11.7221	79.3413	12.3301	163.466	34.423	224.251	8.82047	17.614	0.0942037	0.116655	36.9642	119.953	2.30465	16.5323	27.8872	146.889	9.5294	39.4968	33.4711	213.9	10.4637	21.6399	0.283342	1.13535	35.2422	162.841
contig_3019	5087	20.7201	0.0842617	0.330013	1.15961	3.65071	1.33988	14.8397	2.70184	88.5886	2.42495	4.20062	0.0046587	0.00463771	2.18594	42.9356	0.00283573	0.0028282	1.18817	8.54313	0.488151	1.8115	2.72554	78.1163	1.9838	3.23437	0	0	4.43042	13.2974
contig_2491	18547	31.2391	0.000543567	0.00054308	0.899114	2.32602	0.000706637	0.000706406	0.970539	2.3037	2.80823	4.74105	0	0	1.75501	3.34677	0.000597924	0.000597308	0.940262	2.61782	0	0	14.4595	83.7503	4.03892	8.23937	0.000543567	0.000543215	5.36511	17.3984
contig_2770	2276	125.195	0	0	0	0	0	0	24.6957	139.768	8.17545	24.0931	0	0	8.15992	45.7912	0	0	29.5927	275.206	1.61242	8.53769	19.0941	116.031	22.7832	186.784	0	0	11.0818	100.265
contig_3189	5784	417.887	1.27387	8.54986	5.46379	15.9054	39.5673	764.809	68.1748	510.794	18.5383	48.5922	0	0	65.6333	544.12	5.38818	48.0791	64.3005	606.988	44.0761	392.096	64.9693	371.712	18.7616	61.9699	0	0	21.7403	74.9723
contig_2540	47818	189.405	0	0	0.000587396	0.000586729	0.000860116	0.000859102	45.5431	612.781	13.7306	28.0547	0.000230763	0.000230712	10.4882	24.5967	0.000440547	0.000440202	46.5269	441.643	3.40751	19.2205	28.7749	243.869	28.2291	99.9899	0.000524461	0.000524048	12.7019	46.9466
contig_1713	8730	1696.28	6.28159	332.232	42.5226	18540.1	18.7277	3528.67	390.528	2.07539e+06	20.9386	4422.52	2.95559	114.433	184.212	395966	7.2331	336.808	305.197	1.18499e+06	20.698	3697.09	301.92	1.06972e+06	23.1935	5098.99	7.19511	567.388	364.673	1.58437e+06
contig_1516	930	516.558	0	0	0	0	0.769231	2.48837	34.2179	148.666	0.955128	0.854209	0	0	183.227	3192.28	0	0	45.7154	129.028	0.19359	0.156312	44.4859	213.459	5.94487	11.0868	0	0	201.049	3657.56
contig_2248	4558	232.023	1.31375	30.9653	10.0567	1700.96	2.51565	113.632	29.6196	15028.5	5.81057	372.355	0.842332	11.9508	46.4825	36267.8	1.98253	70.5189	42.3004	31927.1	3.38544	159.996	22.5708	8059.59	5.24433	280.623	0.529719	5.69068	59.3684	55325.3
contig_492	33495	1027.02	14.0783	486.815	75.9846	12307.8	47.784	5266.86	199.244	17286.9	42.1457	3696.69	1.88715	11.4013	37.3899	6032.3	22.068	1336.15	135.981	8932.21	41.1487	3633.89	256.289	25948.4	49.1889	4906.8	4.20849	55.4413	99.6224	11800.5
contig_1708	779436	317.455	1.16884	22.8842	6.46182	430.906	3.6084	119.415	21.8886	322.035	2.89045	94.8078	1.03568	8.73016	27.0059	130.595	1.42512	32.4958	16.3549	204.222	4.62466	102.661	190.432	5485.2	6.67426	146.054	2.14	33.041	31.7438	362.503
contig_2504	2663	944.822	2.77159	18.1876	20.2467	601.404	9.3263	237.629	217.403	44791.4	15.7314	217.07	0.831675	2.58115	92.1365	6212.29	5.38599	81.7114	183.244	27642.8	12.4138	371.909	197.906	36069.8	18.1651	260.777	0.42499	1.25165	168.836	22665.1
contig_2588	2760	32.0092	0	0	0	0	0	0	0.740613	1.37118	0	0	0	0	0.288506	0.325704	0	0	1.15556	3.08274	0	0	21.351	249.616	0	0	0	0	8.47356	54.109
contig_2843	2333	22.4553	0	0	0.00549702	0.00546956	0	0	4.20385	6.97364	0.0691709	0.0644161	0.223546	0.507257	1.65827	4.20764	0	0	2.24004	15.8638	0	0	6.09024	22.732	0.482822	0.51655	0.621164	3.14186	6.86074	31.9916
contig_1144	39125	204.056	0.814676	75.2636	0.239256	6.29572	0.324233	11.6632	50.6676	415.101	12.6001	21.1973	0.276203	8.56591	10.5034	24.3656	0.527235	34.8894	48.1699	345.129	2.9249	26.4345	33.6255	168.929	27.7396	78.6711	1.09031	134.856	14.5527	46.2288
contig_3427	34501	190.569	0.00113534	0.0011337	0.0135076	0.0133261	0.512212	8.12733	45.6713	431.862	11.7819	24.4284	0.000669558	0.000669072	11.2387	28.8174	0	0	45.2875	321.264	3.20561	17.7417	31.2445	203.754	27.2549	75.386	0.000291112	0.000290989	14.3567	49.1044
contig_1264	694465	318.348	18.917	309.402	9.39874	110.169	14.2924	274.566	0.877413	5.43907	11.9425	92.6297	94.633	3610.73	1.2538	3.88229	22.8307	603.725	1.60752	10.7589	17.5335	240.695	12.9426	580.117	15.4346	246.275	75.3703	11018.4	21.3134	826.672
contig_781	11488	60.8473	6.10213	247.634	1.88278	8.64711	2.02302	50.0113	4.58908	18.9138	0.173046	0.266638	5.18681	159.666	8.88419	26.1255	6.78127	301.768	2.42441	10.5232	1.18416	11.9691	1.51129	5.20963	0.198536	0.333396	12.1825	850.622	7.72411	19.3069
contig_3380	52237	52.3696	0.404784	2.95867	1.83604	7.07171	0.312688	3.57234	8.93544	86.9657	1.43272	2.9054	0.11068	0.336901	6.32021	44.7232	0.110392	0.702584	6.70446	67.5352	0.692284	3.00434	10.495	74.0618	2.33912	7.99266	0.581969	2.51086	12.0938	73.0939
contig_2528	74871	188.482	0.68282	4.54018	0.572423	1.49886	0.457903	7.66884	7.69461	24.621	0.809946	1.20812	0.0426788	0.101382	0.680987	1.26915	0.979858	16.928	4.6264	16.5549	0.37533	1.89774	138.43	1288.91	2.53656	4.16012	0.0692844	0.171562	30.5229	107.011
contig_2293	10071	51.0043	2.12731	15.5568	36.0101	217.596	4.02953	73.3861	0.00110876	0.00110745	0.0304405	0.0295093	0.00100796	0.00100701	0.00100796	0.00100704	0	0	0.242415	1.58963	1.29674	4.19325	3.0892	8.88712	0.0304405	0.0295193	0.00110876	0.00110742	4.14394	13.6934
contig_3069	2841	510.527	91.4768	2650.29	20.0977	77.1927	24.3802	300.357	1.78707	4.20034	4.64734	5.35629	93.9721	3809.82	2.49981	5.51999	96.4664	2276	3.38759	26.4374	30.4976	319.285	3.72501	8.90349	5.42438	13.5924	127.59	6516.06	4.57562	5.39454
contig_935	5087	38.9887	0.00222807	0.00222342	0.769901	2.39356	0.00202552	0.00202171	2.27689	6.12608	2.921	4.22251	0	0	2.68341	5.11285	0	0	1.00081	3.16549	0	0	17.6534	41.8637	4.28134	7.64698	0	0	7.39761	23.5035
contig_1197	6927	10.8784	0.356352	2.87195	1.2535	4.19232	0.0990114	0.261587	1.66918	5.6142	1.21189	2.66084	0	0	0.555113	0.736355	0.0271507	0.0535676	1.33835	5.17038	0.480596	2.60152	1.27416	2.97886	0.824701	0.883106	0	0	1.7884	3.35965
contig_2723	5887	32.9712	0.0261461	0.025467	1.52867	2.26032	2.41276	31.0193	7.99721	38.2398	1.42949	2.04355	0.631166	1.06726	2.50305	4.38919	0.476381	1.56879	2.79432	10.4497	1.4959	7.97235	6.36012	21.8998	1.71919	3.39979	1.1004	4.77201	2.49643	4.9191
contig_2807	3635	1.64476	0	0	0	0	0	0	0	0	0.171879	0.204375	0	0	1.2066	2.07326	0.00688666	0.00684139	0	0	0	0	0	0	0.0866571	0.0791697	0	0	0.17274	0.315731
contig_1139	7017	114.615	0.262997	1.15715	4.81448	13.195	1.07441	19.3892	23.6569	263.725	1.35197	2.31756	0.355759	1.28208	11.8832	48.374	0.179409	0.913653	9.10208	49.2065	1.37338	6.26609	38.0307	486.218	2.68487	4.75714	1.18465	6.0978	18.6606	107.564
contig_3018	4878	575.333	18.1233	332.693	72.5554	2859.82	32.2288	918.098	81.1398	8289.02	36.6267	685.279	3.79928	16.8459	34.3591	4414.99	22.2813	557.954	63.3001	6394.69	42.677	1458.9	75.6195	6355.9	44.5899	1023.3	7.33524	50.5599	40.6978	9046.18
contig_2642	12621	323.384	48.5062	2668.44	10.2104	90.1921	15.2005	269.793	1.41055	3.6864	2.30006	4.72126	64.5096	6927.76	1.71662	3.33276	66.9046	5519.39	1.95109	6.92403	17.9484	364.563	2.71895	7.58644	2.52883	4.48743	85.4052	12191.4	2.07337	3.49195
contig_2071	2313	142.285	1.59824	15.632	9.74018	524.342	4.42117	125.213	12.3541	169.732	4.24272	93.9791	0.984281	6.21803	33.9029	122.312	3.66852	95.1433	19.564	287.022	5.63477	183.17	11.0203	551.821	5.70134	179.912	2.00509	22.3781	27.4475	463.212
contig_3231	8106	57.3983	1.53494	8.52503	40.767	188.223	5.08798	65.0691	0	0	0.11463	0.1279	0	0	0	0	0.00125691	0.00125562	0	0	1.12456	6.72774	3.09477	7.97905	0.0918803	0.0869607	0	0	5.58132	8.54267
contig_732	81884	306.233	0.436624	2.54307	4.0509	12.9427	25.7022	519.461	49.6258	1126.52	17.3759	118.022	0.003022	0.00301525	50.097	474.58	4.05342	70.6283	45.1633	738.813	30.336	381.901	45.7917	816.467	16.4135	80.9451	0.000587271	0.000586684	17.1834	91.5497
contig_1259	1811	60.9187	0.951836	13.3292	2.92113	99.3517	0.674293	6.29242	1.05479	2.37104	1.82842	34.6175	0	0	0.862733	2.08599	0.90307	11.5944	2.11017	6.63552	3.31788	113.972	30.929	156.002	2.02468	46.249	0.165563	0.258718	13.1752	43.3518
contig_1505	8690	31.1826	0.619906	4.06544	2.50035	5.84553	0.254333	2.97118	5.72728	19.985	1.57389	1.84646	0.0352459	0.0358838	1.7452	3.69468	0.767916	12.337	3.10527	11.0315	2.37436	13.9357	6.71874	31.1954	1.96241	2.8053	0.669906	2.29368	3.12775	7.00587
contig_2680	2767	96.6408	1.39473	4.17943	6.94192	128.35	3.75927	106.97	9.67444	176.38	7.37371	43.0337	2.20749	6.16369	8.96217	176.575	5.24647	61.8456	7.28047	222.894	5.94727	68.5677	13.4249	167.538	11.2056	64.2658	5.47612	33.5462	7.74627	43.5318
contig_2051	10733	325.644	54.1767	995.432	10.0364	57.568	24.0523	389.939	0.161674	0.556317	1.35973	2.37432	71.111	959.395	0.238023	0.386433	84.9455	1982.09	0.284891	0.664831	26.0388	277.702	0.521024	1.17666	0.921383	1.58111	50.644	1573.32	1.15241	2.78055
contig_2795	6365	29.5261	0.22864	2.44269	0.246661	1.1004	0.0621078	0.254638	1.75672	6.85127	0.112148	0.176828	0	0	0.520998	0.851828	0.0984714	0.251924	0.810619	2.65081	0.0558327	0.0842612	15.9332	97.9918	0.176508	0.386524	0.0334674	0.0323502	9.49075	34.613
contig_3361	10377	1073	146.309	4551.3	29.6708	236.229	45.1776	920.929	3.01027	12.7562	4.56644	12.801	222.11	9525.6	2.52264	5.23723	175.335	8764.52	3.27036	9.30164	40.2514	414.021	4.806	15.0848	5.87993	13.3464	384.054	41999.3	6.04077	21.3137
contig_3156	26440	39.1789	0	0	0.0284519	0.0429476	0.000380373	0.0003801	1.27665	3.27374	0.0347661	0.0439924	0.00129327	0.00129111	0.478737	0.744882	0.00041841	0.000418233	0.971852	3.05804	0.0456447	0.180419	23.8722	121.027	0.0514264	0.0670561	0.137923	0.646486	12.2792	39.4751
contig_1021	14171	1716.8	82.8327	5111.41	310.002	68747.6	228.497	41949.2	83.9884	4548.46	166.086	17775.8	11.2314	117.825	31.404	442.064	88.6661	6181.54	91.0007	4658.31	252.195	47869.9	123.059	10777.1	199.16	26022	15.7114	227.788	32.9624	416.009
contig_1266	6530	61.5461	1.53542	20.2103	5.90878	101.651	1.49953	17.4438	11.7199	174.945	2.54185	15.9494	0.894044	4.8832	4.27947	30.0917	2.05266	37.77	5.49655	93.8579	4.03119	65.445	10.6915	120.631	4.29655	49.2808	1.57665	15.1833	5.02194	24.7162
contig_2279	14674	47.6143	0.808937	21.1922	1.66986	13.7673	0.391077	3.32365	4.29159	35.194	1.64369	6.66561	1.12269	30.3356	4.06245	28.2181	2.0537	132.132	3.59742	26.7918	1.09178	11.7017	8.99215	104.808	2.05439	9.15395	2.5115	143.026	13.3231	189.873
contig_2963	2356	601.541	54.7851	634.753	46.5666	670.725	51.5743	767.656	4.91523	12.2163	7.7049	8.8058	86.4556	344.055	3.96328	5.01776	98.8522	1043.49	2.02901	7.51854	67.9773	350.85	3.31278	11.0585	9.76836	22.024	162.053	4587.45	1.58341	2.83001
contig_1924	2278	122.45	1.38158	11.4574	4.03806	9.35403	16.9272	205.245	34.5404	330.493	1.73214	2.65978	0.707707	2.08285	5.60244	13.1357	0.513628	2.13246	20.141	167.616	8.73637	113.4	16.8158	70.5785	7.84258	25.0711	1.06109	4.60089	2.41024	1.94962
contig_725	7367	30.9209	0.209228	1.00264	2.3234	19.0906	4.05903	229.708	3.23334	18.6135	1.37689	10.1552	0.0207843	0.0203528	2.64168	7.08818	0.0418456	0.0819517	2.73202	18.6475	2.67618	122.986	4.76652	31.9503	1.93335	13.6206	0.335597	1.82164	4.57101	19.779
contig_773	3274	485.853	50.1021	6677.78	8.85948	254.385	14.6133	591.789	42.9674	307.844	21.4424	41.0042	35.8627	3587.94	13.4565	37.8351	61.8371	9794.82	28.0487	167.468	15.5541	596.3	49.0278	390.408	28.4222	48.2032	83.3857	17339.5	32.2737	114.557
contig_2356	5230	4571.69	204.913	3830.85	925.247	30437.4	567.107	12060.2	267.569	7472.56	448.322	9296.39	38.3392	130.322	60.7124	190.094	213.601	3426.5	225.856	2654.5	632.646	22400.9	361.677	13003.6	551.893	14153.6	49.6776	235.556	24.1335	68.1077
contig_1589	5404	348.318	30.7059	1024.43	15.8466	238.672	20.5392	768.368	27.9077	340.486	5.29825	5.7403	18.4393	349.279	18.6456	173.599	41.5672	2489.93	24.5291	185.61	18.2215	419.833	37.0428	647.422	6.04454	12.4202	57.1056	3504.02	26.4248	124.393
contig_1371	16036	408.118	75.4998	1679.3	12.1868	70.3395	29.9086	565.082	0.170779	0.458223	1.68752	2.87371	82.2345	1446.23	0.237945	0.261056	93.7252	3062.55	0.36592	1.12952	29.6374	350.995	0.933526	2.73401	1.15177	2.53282	78.562	2797.85	1.81606	4.44192
contig_2166	2983	391.526	54.1641	779.919	8.61948	26.2592	20.341	434.35	0.82598	1.5096	1.96647	2.36648	99.0971	1375.27	1.51712	3.329	83.1712	1613.16	0.613837	1.99771	20.1624	185.758	1.31098	2.50252	2.14366	6.98341	96.2827	4965.13	1.30992	2.07978
contig_2234	2437	22.317	0.125929	0.236111	2.38741	9.1753	0	0	1.66725	4.45047	2.12812	3.99275	0	0	3.68911	9.54854	0.136423	0.117865	1.91998	9.26966	2.24486	8.597	3.19851	5.44964	2.16922	2.95958	0	0	2.6502	5.20215
contig_2658	18129	1014.9	97.5269	1116.9	63.5314	317.875	39.6371	608.754	33.0374	132.15	17.6291	40.2872	144.002	973.547	27.0526	73.7205	122.319	2241.53	31.291	142.802	48.3789	309.847	56.9125	302.06	19.9221	46.7168	286.686	4922.15	26.9765	73.3223
contig_2716	11088	11.9088	0.228378	1.57383	1.39834	3.35189	0.662553	11.5024	1.49872	4.9444	1.04334	2.04931	0	0	0.646736	1.33364	0.00319985	0.00318986	2.0043	7.25605	0.534193	1.82957	1.27894	4.52548	0.706436	1.05691	0	0	1.90373	3.92746
contig_536	5711	37.5727	0.578493	7.09291	1.42331	21.4917	0.133789	0.383471	8.73638	271.84	0.707786	3.14035	0.164898	0.39413	2.53605	27.9899	1.37853	24.8714	3.79554	53.5997	0.728106	8.23646	9.72901	148.829	1.56555	13.2141	1.08056	13.4113	5.01475	67.0841
contig_1694	14916	550.581	42.9881	2589.22	31.8064	5524.84	34.1331	4319.52	35.6295	2144.79	23.0926	1808.45	44.2913	2837.24	45.4195	2614.2	54.8205	5237.03	35.4544	2221.62	44.5415	6393.22	30.2756	1340.74	28.1558	2586.97	70.7645	7191.2	29.208	1168.64
contig_2525	2490	57.8752	0.320513	1.50048	11.309	19.598	2.19444	13.3914	15.7389	51.1721	3.28761	3.02581	0	0	5.95769	11.6199	0	0	6.46795	23.193	1.67521	10.8821	5.6953	6.4308	2.81923	4.51834	0	0	2.4094	5.45023
contig_1833	5894	71.5279	0.419916	1.48546	0.874652	2.89478	0.15773	0.448408	13.3976	298.413	1.59976	3.77992	0.26828	0.524776	5.63162	79.6471	0.750522	2.9709	5.92862	54.2462	1.15059	14.4527	22.3501	857.299	2.25435	10.2284	0.841922	3.8327	15.9022	402.536
contig_2062	4022	57.1379	0.0389979	0.0374876	14.686	71.6246	6.05837	88.6659	9.47159	24.5544	4.3874	8.23383	0.0733471	0.14135	5.16374	14.3163	0	0	5.01033	17.9207	1.42794	3.60217	4.2141	10.1557	2.95609	5.42043	0.0779959	0.107056	3.57206	8.01237
contig_783	8597	115.754	15.4319	424.919	7.528	2299.5	7.04996	1232.28	0.576654	24.8764	4.25986	1236.71	20.578	542.863	0.353498	1.17839	22.6536	849.477	0.957381	67.1301	10.7525	1894.98	1.76572	193.47	4.48526	1482.84	17.1977	626.862	2.16373	148.712
contig_1105	24027	211.119	0.000879507	0.000878857	0.000502576	0.000502261	0.0632408	0.31218	53.658	551.834	12.8315	25.1651	0.000544457	0.000544072	11.7681	25.8931	0	0	50.1416	352.152	3.66998	16.1988	35.4001	313.767	29.0475	99.3348	0	0	14.5367	44.5823
contig_2482	18357	43.8841	1.42198	12.3614	29.8611	322.293	3.92256	69.5562	0	0	0.0412479	0.0506499	0.000549239	0.000548861	0	0	0.00258142	0.00257505	0.0421816	0.206242	1.08381	6.03316	2.69462	7.71655	0.0496512	0.0637549	0.000768935	0.000768707	4.763	11.6713
contig_607	4482	634.718	32.6715	1279.07	106.074	9566.17	64.9614	5369.89	54.2855	886.365	50.1459	2575	6.42013	26.62	21.4751	117.715	32.4127	1223.93	57.2389	725.394	74.5533	6707.96	52.6722	1069.13	58.2373	4232.04	9.95983	72.9496	13.6108	52.4991
contig_3115	10805	131.22	0.0283435	0.0275385	0.878742	3.03434	6.62384	97.2702	19.5076	192.819	2.55016	3.95917	0	0	15.2495	54.8467	0.00103238	0.00103136	27.5011	294.638	21.8532	131.82	28.6657	357.394	5.78226	19.4089	0.0942281	0.202669	2.48437	8.84031
contig_2678	25849	242.74	2.96537	17.5419	42.453	290.874	2.13098	17.707	35.0809	256.424	3.55119	6.09367	0.329274	0.537757	58.0547	480.021	0.68528	6.86437	15.5047	77.4849	1.49383	6.91095	52.6633	420.862	2.53504	4.59559	0.0009728	0.000971512	25.2913	119.781
contig_3127	16466	174.387	0.00208384	0.0020796	0	0	0.193736	3.79532	42.7276	518.833	11.8004	31.2783	0	0	8.65065	19.7937	0.00330963	0.00329926	42.1184	379.031	2.85591	14.6367	28.7753	231.487	25.265	114.807	0	0	11.9945	45.0386
contig_3547	23834	28.0537	0.000506671	0.000506394	0.146132	0.636751	0.000928897	0.000927748	3.29222	24.2533	0.308563	0.598867	0.0241935	0.0236165	3.47859	9.81797	0.00147779	0.0014761	2.42121	10.8638	0.0507516	0.203352	6.10425	19.304	0.834487	3.05478	0.178053	1.59825	11.2123	31.1636
contig_3215	17484	36.8	0.000634591	0.000633849	0.139033	0.508219	0.124149	0.481556	6.12288	641.726	0.16459	0.595837	0.138802	0.252719	3.73739	81.9911	0.226837	5.81636	3.51546	158.701	0.207973	0.975199	9.7997	470.963	0.0614976	0.08218	0.213799	0.498369	12.3473	73.537
contig_747	175850	355.954	0.858167	6.11272	4.04872	12.7866	29.753	584.494	66.9367	1521.26	16.089	68.3159	0.0126067	0.0185888	52.9697	695.988	4.85798	77.5888	52.698	976.662	32.6318	441.223	61.0537	1164.69	15.7933	74.7883	0.000461013	0.000460611	18.2511	112.591
contig_2611	3137	31.7392	0	0	1.27754	2.89447	1.96317	17.786	5.35052	15.684	0.605959	0.77335	0.00401741	0.00400266	5.43053	13.3048	0	0	4.7007	18.0725	0.707734	2.29936	3.57717	5.45771	0.762638	1.27683	0.705725	6.94048	6.6535	15.1891
contig_1560	12597	31.2591	0.00200852	0.00200445	0.807423	1.57333	0	0	1.19724	3.41543	3.49795	4.93998	0.000803406	0.000802896	2.15176	2.93545	0.00192818	0.00192471	0.804853	2.61036	0	0	12.2327	53.2413	4.59653	8.79872	0.000803406	0.00080307	5.96505	21.7861
contig_366	23314	2605.58	47.7475	7446.5	166.61	85319.7	117.383	44125.3	442.003	75571.7	91.3917	22639.8	6.12589	117.43	269.802	7184.43	48.1833	7628.59	384.745	47027.2	131.344	52406.7	400.257	73237.5	111.167	32154.6	9.62234	332.624	379.197	20425.6
contig_1140	49201	157.936	0.299994	3.25101	6.20193	25.0601	1.70529	27.826	29.6145	281.582	1.95384	3.22711	0.516687	1.28672	13.811	70.4401	0.549979	8.55866	14.4602	94.4299	2.06073	11.0661	58.4307	1008.71	2.71373	5.40041	0.829015	3.69305	24.7881	212.96
contig_500	3361	139.222	0	0	0.0937403	0.0849799	0	0	36.9075	238.897	9.57895	11.5927	0	0	14.2358	47.7386	0	0	31.9013	135.387	0	0	12.5223	119.536	13.4653	43.5378	0	0	20.5173	81.636
contig_2337	3835	22.1788	0.204885	0.654818	0.705563	2.2687	0.652103	6.8247	2.63962	7.94306	0.163094	0.299405	0.412483	1.51167	7.36065	13.7487	0.7327	9.04923	1.05807	2.86519	0.0027137	0.00270722	1.98535	6.98124	0	0	0.166893	0.585324	6.09471	11.7172
contig_2411	1992	117.697	6.14712	119.706	16.5038	348.104	11.7025	306.067	3.41748	14.8309	15.0081	215.184	2.18567	6.2361	5.73073	44.9198	4.2823	98.5797	5.26222	37.6645	20.0065	359.337	8.30239	51.5493	12.2237	140.441	0.327362	0.378933	6.59718	55.9595
contig_2464	19682	169.761	3.69286	168.939	4.10219	147.031	9.94527	1034.41	6.8524	370.941	13.6927	2630.87	0.83504	17.4356	72.366	830.755	4.50108	272.793	5.26469	262.885	10.8352	1359.86	8.70341	653.744	21.6796	6436.39	1.29464	48.9293	5.99637	30.9222
contig_1747	3737	12.7795	0	0	0.25453	0.262857	0	0	0.622247	1.85086	2.05353	3.06242	0	0	0.468358	0.52626	0.00278784	0.0027808	0.464734	0.713999	0.76136	6.23367	0.545303	0.969169	1.98718	3.10967	0.0471146	0.0889708	5.57234	12.7978
contig_1828	23054	39.0651	0.0866224	0.553872	1.02021	3.04066	0.24917	1.93142	5.54423	31.9595	0.85627	1.72538	0.0339679	0.0328202	5.58213	18.9343	0.100375	0.789333	4.19115	22.2789	0.171324	0.717156	8.687	56.6857	1.3926	3.36091	0.281217	0.981933	10.8689	36.8437
contig_3473	178235	148.363	0.582548	4.04697	4.98688	14.5559	1.39227	17.9242	29.0557	167.418	1.86949	2.94206	0.693141	1.52621	14.2917	49.1576	0.990926	19.4506	12.4431	50.3663	1.58568	7.81446	55.437	405.877	2.71601	4.69955	1.50826	6.77639	20.8104	87.5831
contig_1653	2188	2255.84	151.331	18916.9	288.692	66708.4	196.168	27421.8	108.003	6490.31	181.121	28111.1	93.6982	8436.16	117.915	7994.49	133.119	14975.2	154.903	13714.3	240.412	47051.5	134.045	10700.4	192.343	29275.4	96.6899	8256.39	167.396	12337.4
contig_2137	6514	34.4579	0.00471402	0.00469294	0	0	0.00188561	0.00188259	1.57747	5.56859	0.046983	0.0447775	0	0	0.448617	0.787351	0.00157134	0.00156923	0.520742	1.50921	0.141892	0.405556	21.9309	106.571	0	0	0	0	9.78316	28.3751
contig_2946	13016	5.18708	0	0	0.0233173	0.0227756	0	0	0.747707	1.67197	0.23395	0.371051	0.000854967	0.000854322	0.210555	0.288025	0.00178766	0.00178493	0.415902	0.78049	0	0	1.55853	4.20407	0.0352091	0.0339794	0.00217628	0.00217151	1.9571	3.54338
contig_2480	3562	10.7359	0	0	1.23945	3.52426	0.233587	0.559614	2.23828	11.9693	0.655334	0.784131	0	0	1.12573	3.44801	0	0	1.5847	9.92505	0.356682	0.493947	1.41706	5.10266	0.382181	0.690031	0	0	1.50293	3.35472
contig_1903	45686	32.6944	0.48667	5.06337	2.44453	6.37233	1.51895	19.2806	6.01381	17.4799	1.32653	2.07247	0.302157	0.638304	2.24523	4.50522	0.604906	10.975	2.89986	11.1636	1.24475	5.42654	7.30552	28.691	2.05842	3.93306	1.13253	4.49539	3.11055	6.73897
contig_1169	10029	17072.3	557.14	18486	2382.87	479580	1519.02	78701.9	884.709	209043	1748.61	154203	265.828	3882.73	56.3174	251.398	596.114	24580	951.039	129490	1554.16	126013	2605.3	1.46205e+06	1977.37	239400	414.97	29611.9	1558.83	300683
contig_635	36065	2299.68	114.925	14798.5	433.087	207425	280.108	82898.3	137.88	33954.6	216.831	48809.7	17.7073	386.361	30.3961	1019.28	136.701	23292.7	114.179	15983.3	320.422	107109	193.541	44470	257.812	70692.7	25.3056	849.513	20.7869	731.971
contig_2066	13566	325.863	0.674866	3.79297	3.53675	10.0252	29.5064	521.789	53.6909	987.673	17.1104	50.6529	0.0112552	0.0111261	52.8457	298.669	4.62575	94.8905	50.2809	456.485	33.0981	248.478	46.0971	529.948	16.419	40.1254	0	0	17.9655	75.1673
contig_374	21293	186.219	2.24027	16.4998	10.8327	64.7527	9.2293	177.841	26.1826	334.544	8.18715	32.3065	0.0855129	0.10773	33.3535	450.674	1.99886	24.0015	25.5032	312.842	7.38774	52.0375	21.078	252.848	8.6456	46.974	0.267701	1.28549	31.2272	361.245
contig_1457	48469	34.9237	0.568948	4.50778	2.29612	6.10467	1.11012	18.0456	6.75461	19.4556	1.46284	1.984	0.271115	0.478613	2.18022	4.60969	1.43871	28.9677	3.54523	12.3337	1.58017	6.34409	7.32188	20.7547	1.77887	3.2017	1.22689	5.33936	3.38794	8.35122
